date,source_type,product_area,sentiment_score,summary,pain_point,verbatim_quote
2026-04-24 00:18:06,Intercom Chat,Authentication & Login,-0.87,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-24 01:25:59,Intercom Chat,Authentication & Login,-0.75,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-24 05:42:40,Gong Call,Billing & Invoicing,-0.31,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-24 08:30:27,Zendesk Ticket,Authentication & Login,-0.75,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-24 18:07:27,Gong Call,Authentication & Login,-0.78,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-24 19:58:55,Zendesk Ticket,Authentication & Login,-0.71,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-25 03:13:26,Zendesk Ticket,Authentication & Login,-0.98,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-25 08:42:49,Zendesk Ticket,Authentication & Login,-0.65,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-25 11:47:33,Zendesk Ticket,Integrations & APIs,0.46,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-25 12:00:27,Zendesk Ticket,Analytics Dashboard,-0.28,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-26 01:07:21,Intercom Chat,Integrations & APIs,-0.29,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-26 01:07:28,Gong Call,Authentication & Login,-0.97,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-26 08:41:58,Gong Call,Authentication & Login,-0.83,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-26 15:49:07,Gong Call,Authentication & Login,-0.72,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-26 17:16:37,Intercom Chat,Authentication & Login,-0.66,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-26 17:40:27,Intercom Chat,Billing & Invoicing,-0.1,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-26 18:24:25,Zendesk Ticket,Authentication & Login,-0.64,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-26 20:03:03,Zendesk Ticket,Authentication & Login,-0.63,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-27 04:16:53,Gong Call,Core UI & Navigation,-0.15,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-27 07:08:13,Zendesk Ticket,Analytics Dashboard,0.66,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-27 10:40:41,Zendesk Ticket,Integrations & APIs,-0.27,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-27 15:36:22,Zendesk Ticket,Authentication & Login,-0.64,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-27 15:55:21,Gong Call,Integrations & APIs,0.67,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-27 23:06:53,Zendesk Ticket,Authentication & Login,-0.9,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-27 23:13:51,Zendesk Ticket,Authentication & Login,-0.98,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-27 23:56:03,Zendesk Ticket,Authentication & Login,-0.9,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-27 23:59:54,Zendesk Ticket,Authentication & Login,-0.63,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-28 00:15:33,Zendesk Ticket,Authentication & Login,-0.9,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-28 03:31:57,Gong Call,Integrations & APIs,0.01,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-28 08:00:50,Zendesk Ticket,Core UI & Navigation,0.46,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-28 12:30:19,Intercom Chat,Authentication & Login,-0.98,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-28 13:21:33,Intercom Chat,Authentication & Login,-0.64,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-28 16:48:34,Intercom Chat,Core UI & Navigation,-0.36,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-29 00:58:51,Zendesk Ticket,Authentication & Login,-0.3,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-29 02:05:25,Intercom Chat,Analytics Dashboard,0.61,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-29 23:01:05,Gong Call,Authentication & Login,-0.69,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-30 06:53:36,Zendesk Ticket,Integrations & APIs,0.11,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-30 12:40:57,Gong Call,Core UI & Navigation,0.52,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-30 13:20:31,Intercom Chat,Authentication & Login,-0.65,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-30 16:09:57,Intercom Chat,Authentication & Login,-0.82,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-30 16:31:55,Zendesk Ticket,Authentication & Login,-0.91,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-30 23:50:33,Intercom Chat,Analytics Dashboard,0.37,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-01 07:56:12,Zendesk Ticket,Analytics Dashboard,0.3,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-01 10:45:08,Intercom Chat,Authentication & Login,-0.78,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-05-01 21:25:21,Zendesk Ticket,Authentication & Login,-0.73,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-05-02 03:21:13,Gong Call,Authentication & Login,-0.86,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-05-02 04:19:42,Gong Call,Analytics Dashboard,-0.2,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-02 06:56:45,Zendesk Ticket,Authentication & Login,-0.79,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-05-02 12:26:39,Intercom Chat,Authentication & Login,-0.69,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-05-02 19:27:31,Zendesk Ticket,Authentication & Login,-0.92,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-05-03 03:20:24,Zendesk Ticket,Billing & Invoicing,-0.79,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-03 06:59:27,Intercom Chat,Analytics Dashboard,0.28,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-03 07:11:03,Gong Call,Billing & Invoicing,-0.39,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-03 08:58:01,Gong Call,Billing & Invoicing,-0.65,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-03 09:54:25,Intercom Chat,Integrations & APIs,0.23,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-03 12:22:58,Gong Call,Analytics Dashboard,-0.28,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-04 01:12:49,Intercom Chat,Integrations & APIs,0.06,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-04 15:28:18,Intercom Chat,Authentication & Login,0.55,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-04 17:01:15,Gong Call,Analytics Dashboard,0.41,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-04 20:53:31,Gong Call,Analytics Dashboard,0.65,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-05 00:23:30,Zendesk Ticket,Integrations & APIs,0.09,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-05 16:15:06,Intercom Chat,Integrations & APIs,-0.13,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-06 02:20:21,Gong Call,Authentication & Login,-0.25,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-06 02:46:53,Gong Call,Analytics Dashboard,0.26,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-06 03:53:47,Gong Call,Integrations & APIs,0.33,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-06 23:17:16,Gong Call,Analytics Dashboard,-0.21,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-07 01:10:11,Zendesk Ticket,Analytics Dashboard,0.54,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-07 03:12:49,Zendesk Ticket,Integrations & APIs,0.7,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-07 05:57:10,Gong Call,Analytics Dashboard,0.79,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-07 12:50:32,Intercom Chat,Analytics Dashboard,-0.12,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-08 00:25:26,Gong Call,Analytics Dashboard,-0.16,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-08 09:22:20,Intercom Chat,Core UI & Navigation,-0.21,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-08 09:33:37,Zendesk Ticket,Core UI & Navigation,-0.28,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-08 10:29:20,Gong Call,Integrations & APIs,0.12,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-08 12:37:42,Zendesk Ticket,Core UI & Navigation,0.13,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-08 15:23:35,Gong Call,Integrations & APIs,0.31,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-08 18:28:02,Intercom Chat,Integrations & APIs,0.0,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-08 20:20:24,Intercom Chat,Analytics Dashboard,0.32,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-08 20:44:44,Intercom Chat,Billing & Invoicing,-0.51,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-08 21:46:32,Zendesk Ticket,Billing & Invoicing,-0.17,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-09 13:24:11,Zendesk Ticket,Authentication & Login,0.47,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-10 00:46:10,Gong Call,Core UI & Navigation,0.3,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-10 02:33:26,Gong Call,Analytics Dashboard,0.52,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-10 03:49:55,Intercom Chat,Integrations & APIs,0.51,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-10 04:44:13,Intercom Chat,Analytics Dashboard,-0.06,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-10 15:41:40,Gong Call,Integrations & APIs,-0.03,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-10 17:26:23,Gong Call,Analytics Dashboard,-0.18,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-11 00:17:46,Zendesk Ticket,Integrations & APIs,-0.27,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-11 09:43:37,Intercom Chat,Core UI & Navigation,0.68,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-11 16:14:52,Intercom Chat,Integrations & APIs,0.35,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-11 16:24:04,Gong Call,Analytics Dashboard,-0.26,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-11 17:58:12,Gong Call,Authentication & Login,-0.49,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-11 19:44:44,Gong Call,Integrations & APIs,0.12,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-11 20:12:22,Intercom Chat,Analytics Dashboard,-0.06,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-12 09:40:17,Zendesk Ticket,Analytics Dashboard,0.08,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-12 11:55:32,Intercom Chat,Core UI & Navigation,0.32,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-12 13:25:53,Intercom Chat,Analytics Dashboard,0.4,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-12 15:58:38,Zendesk Ticket,Analytics Dashboard,-0.24,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-12 20:40:00,Gong Call,Billing & Invoicing,-0.65,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-12 20:43:29,Zendesk Ticket,Integrations & APIs,0.24,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-12 21:02:25,Zendesk Ticket,Analytics Dashboard,0.65,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-12 22:09:33,Intercom Chat,Authentication & Login,-0.32,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-13 00:23:25,Zendesk Ticket,Analytics Dashboard,-0.1,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-13 14:28:49,Gong Call,Analytics Dashboard,0.34,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-13 16:36:36,Gong Call,Integrations & APIs,-0.35,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-13 17:35:35,Zendesk Ticket,Authentication & Login,0.07,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-13 23:28:58,Intercom Chat,Integrations & APIs,-0.27,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-14 00:27:40,Zendesk Ticket,Core UI & Navigation,-0.07,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-14 06:35:08,Intercom Chat,Analytics Dashboard,0.3,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-14 07:01:39,Intercom Chat,Integrations & APIs,0.42,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-14 11:16:04,Gong Call,Analytics Dashboard,0.43,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-14 11:21:12,Gong Call,Authentication & Login,0.18,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-14 11:46:36,Intercom Chat,Analytics Dashboard,0.2,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-14 13:31:04,Intercom Chat,Core UI & Navigation,-0.16,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-15 02:31:46,Zendesk Ticket,Analytics Dashboard,0.47,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-15 05:12:29,Zendesk Ticket,Billing & Invoicing,0.12,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-15 08:10:07,Zendesk Ticket,Core UI & Navigation,0.38,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-15 08:25:59,Zendesk Ticket,Integrations & APIs,0.16,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-15 23:00:04,Intercom Chat,Integrations & APIs,0.44,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-15 23:50:39,Zendesk Ticket,Authentication & Login,-0.43,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-16 01:32:33,Intercom Chat,Billing & Invoicing,-0.48,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-16 04:01:02,Zendesk Ticket,Integrations & APIs,0.57,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-16 06:01:10,Zendesk Ticket,Integrations & APIs,0.36,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-16 20:31:39,Gong Call,Analytics Dashboard,0.0,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-17 00:57:44,Intercom Chat,Billing & Invoicing,-0.56,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-17 05:32:20,Intercom Chat,Integrations & APIs,0.28,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-17 06:54:18,Intercom Chat,Analytics Dashboard,0.29,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-17 08:02:08,Intercom Chat,Billing & Invoicing,0.2,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-17 09:10:25,Gong Call,Billing & Invoicing,-0.71,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-17 13:39:27,Zendesk Ticket,Core UI & Navigation,-0.21,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-17 18:06:40,Gong Call,Analytics Dashboard,0.08,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-18 07:23:47,Intercom Chat,Authentication & Login,-0.37,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-18 07:52:04,Zendesk Ticket,Core UI & Navigation,0.4,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-18 10:46:46,Intercom Chat,Authentication & Login,0.08,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-18 14:23:49,Gong Call,Billing & Invoicing,0.06,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-18 16:40:00,Intercom Chat,Billing & Invoicing,-0.7,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-18 22:44:38,Gong Call,Analytics Dashboard,0.59,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-19 08:14:42,Gong Call,Integrations & APIs,0.1,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-19 09:14:12,Gong Call,Authentication & Login,-0.01,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-19 10:39:44,Gong Call,Analytics Dashboard,0.57,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-19 18:50:49,Gong Call,Billing & Invoicing,-0.71,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-20 05:06:36,Zendesk Ticket,Core UI & Navigation,0.34,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-20 09:41:25,Gong Call,Billing & Invoicing,-0.08,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-20 18:57:53,Intercom Chat,Analytics Dashboard,0.4,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-20 21:54:27,Zendesk Ticket,Integrations & APIs,-0.38,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-21 00:19:24,Intercom Chat,Core UI & Navigation,0.12,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-21 07:00:23,Zendesk Ticket,Integrations & APIs,0.06,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-21 21:18:46,Intercom Chat,Analytics Dashboard,-0.25,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-21 21:52:50,Zendesk Ticket,Analytics Dashboard,0.12,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-22 00:52:06,Gong Call,Authentication & Login,0.08,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-05-22 02:01:41,Zendesk Ticket,Billing & Invoicing,0.08,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-05-22 06:22:42,Intercom Chat,Analytics Dashboard,0.48,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-22 11:51:50,Gong Call,Core UI & Navigation,0.42,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-05-22 15:08:14,Gong Call,Analytics Dashboard,0.13,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-23 05:06:25,Zendesk Ticket,Integrations & APIs,0.53,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-05-23 11:06:07,Zendesk Ticket,Analytics Dashboard,0.76,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-05-23 11:51:51,Intercom Chat,Core UI & Navigation,0.53,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
